active,quiet,arrested,tension
104,801,359,0.17763454821409697
82,786,396,0.1743080585471663
56,793,415,0.17586042039173394
47,788,429,0.17475159050275704
42,796,426,0.1765257183251201
46,795,423,0.1763039523473247
21,812,431,0.1800739739698461
16,825,423,0.182956931681186
12,826,426,0.1831786976589814
7,840,417,0.18628342134811665
0,859,405,0.1904969749262288
0,878,386,0.19471052850434098
1,897,366,0.19892408208245316
2,909,353,0.20158527381599767
1,926,337,0.20535529543851908
15,931,318,0.20646412532749597
75,858,331,0.19027520894843344
145,761,358,0.16876390910228187
148,716,400,0.15878444010148993
136,700,428,0.15523618445676385
142,662,460,0.14680907730053955
101,672,491,0.14902673707849332
67,671,526,0.14880497110069796
49,673,542,0.1492485030562887
38,681,545,0.1510226308786517
41,690,533,0.1530185246788101
44,694,526,0.15390558858999162
44,701,519,0.15545795043455926
38,710,516,0.15745384423471767
21,741,502,0.16432858954637433
8,764,492,0.16942920703566802
2,786,476,0.1743080585471663
0,809,455,0.17940867603646
0,836,428,0.18539635743693514
1,859,404,0.1904969749262288
0,880,384,0.19515406045993178
3,883,378,0.19581935839331785
12,880,372,0.19515406045993178
19,871,374,0.19315816665977337
29,850,385,0.18850108112607045
58,805,401,0.17852161212527848
31,818,415,0.18140456983661835
24,817,423,0.181182803858823
38,803,423,0.1780780801696877
59,784,421,0.17386452659157553
80,756,428,0.16765507921330497
74,748,442,0.165880951390942
36,766,462,0.16987273899125876
31,784,449,0.17386452659157553
15,802,447,0.17785631419189235
0,825,439,0.182956931681186
1,844,419,0.18717048525929816
6,852,406,0.18894461308166122
5,863,396,0.19138403883741031
1,882,381,0.19559759241552252
0,898,366,0.19914584806024851
1,919,344,0.20380293359395144
3,933,328,0.20690765728308674
2,954,308,0.21156474281678964
14,943,307,0.20912531706104048
50,911,303,0.2020288057715884
85,857,322,0.19005344297063806
92,815,357,0.18073927190323225
80,800,384,0.1774127822363016
82,780,402,0.17297746268039402
55,774,435,0.1716468668136218
44,768,452,0.17031627094684954
18,784,462,0.17386452659157553
3,806,455,0.17874337810307384
4,834,426,0.1849528254813444
16,834,414,0.1849528254813444
6,858,400,0.19027520894843344
1,875,388,0.19404523057095488
1,894,369,0.19825878414906703
1,913,350,0.20247233772717918
0,940,324,0.20846001912765436
0,957,307,0.2122300407501758
46,921,297,0.20424646554954218
100,843,321,0.1869487192815028
104,808,352,0.17918691005866458
71,810,383,0.17963044201425535
45,815,404,0.18073927190323225
26,818,420,0.18140456983661835
19,828,417,0.18362222961457217
13,838,413,0.1858398893925259
1,860,403,0.1907187409040242
3,870,391,0.19293640068197795
4,886,374,0.196484656326704
17,886,361,0.196484656326704
64,840,360,0.18628342134811665
79,801,384,0.17763454821409697
93,757,414,0.16787684519110035
93,729,442,0.16166739781282982
69,728,467,0.1614456318350344
58,736,470,0.16321975965739746
49,736,479,0.16321975965739746
33,748,483,0.165880951390942
17,764,483,0.16942920703566802
12,782,470,0.1734209946359848
1,817,446,0.181182803858823
10,819,435,0.18162633581441376
3,838,423,0.1858398893925259
1,855,408,0.18960991101504732
10,859,395,0.1904969749262288
24,848,392,0.18805754917047968
20,862,382,0.19116227285961496
19,875,370,0.19404523057095488
14,880,370,0.19515406045993178
14,892,358,0.19781525219347626
38,863,363,0.19138403883741031
68,818,378,0.18140456983661835
103,748,413,0.165880951390942
98,720,446,0.15967150401267144
88,699,477,0.1550144184789685
61,690,513,0.1530185246788101
41,700,523,0.15523618445676385
22,707,535,0.15678854630133152
4,739,521,0.1638850575907836
2,767,495,0.17009450496905415
1,797,466,0.17674748430291545
3,823,438,0.18251339972559527
18,818,428,0.18140456983661835
25,803,436,0.1780780801696877
24,808,432,0.17918691005866458
27,805,432,0.17852161212527848
34,794,436,0.17608218636952933
46,782,436,0.1734209946359848
36,793,435,0.17586042039173394
31,798,435,0.17696925028071084
26,805,433,0.17852161212527848
26,818,420,0.18140456983661835
23,819,422,0.18162633581441376
23,827,414,0.18340046363677676
26,842,396,0.18672695330370742
11,859,394,0.1904969749262288
10,868,386,0.1924928687263872
16,872,376,0.19337993263756872
15,884,365,0.19604112437111323
14,889,361,0.1971499542600901
22,892,350,0.19781525219347626
36,875,353,0.19404523057095488
49,851,364,0.1887228471038658
58,827,379,0.18340046363677676
38,824,402,0.18273516570339066
2,857,405,0.19005344297063806
2,882,380,0.19559759241552252
1,897,366,0.19892408208245316
0,916,348,0.2031376356605653
0,931,333,0.20646412532749597
0,954,310,0.21156474281678964
0,969,295,0.21489123248372027
4,990,270,0.2195483180174232
2,1000,262,0.221765977795377
3,1016,245,0.22531423344010298
19,1002,243,0.22220950975096773
71,927,266,0.2055770614163145
99,865,300,0.19182757079300108
140,786,338,0.1743080585471663
122,769,373,0.1705380369246449
151,702,411,0.15567971641235465
162,646,456,0.14326082165581353
114,651,499,0.1443696515447904
70,655,539,0.1452567154559719
32,676,556,0.14991380098967483
7,706,551,0.15656678032353616
1,723,540,0.16033680194605757
3,743,518,0.1647721215019651
0,765,499,0.16965097301346338
0,784,480,0.17386452659157553
0,813,451,0.18029573994764148
0,830,434,0.18406576157016288
3,844,417,0.18717048525929816
3,861,400,0.19094050688181957
3,887,374,0.19670642230449936
0,908,356,0.2013635078382023
11,912,341,0.2022505717493838
24,890,350,0.19737172023788552
30,884,350,0.19604112437111323
36,871,357,0.19315816665977337
60,843,361,0.1869487192815028
56,827,381,0.18340046363677676
60,807,397,0.17896514408086922
34,824,406,0.18273516570339066
6,855,403,0.18960991101504732
1,885,378,0.19626289034890862
0,906,358,0.20091997588261154
1,926,337,0.20535529543851908
0,951,313,0.2108994448834035
0,977,287,0.2166653603060833
0,993,271,0.22021361595080935
4,1011,249,0.22420540355112611
1,1026,237,0.22753189321805678
0,1036,228,0.22974955299601058
4,1043,217,0.23130191484057816
4,1042,218,0.2310801488627828
31,1015,218,0.22509246746230763
94,927,243,0.2055770614163145
214,760,290,0.16854214312448648
255,664,345,0.14725260925613032
233,633,398,0.14037786394447363
213,603,448,0.13372488461061233
178,601,485,0.13328135265502156
135,611,518,0.13549901243297535
90,623,551,0.13816020416651986
74,628,562,0.13926903405549673
67,629,568,0.13949080003329212
41,646,577,0.14326082165581353
15,671,578,0.14880497110069796
5,698,561,0.1547926525011731
0,724,540,0.16055856792385295
2,745,517,0.16521565345755584
0,777,487,0.17231216474700792
2,794,468,0.17608218636952933
5,804,455,0.17829984614748307
1,826,437,0.1831786976589814
5,838,421,0.1858398893925259
2,851,411,0.1887228471038658
2,876,386,0.19426699654875024
0,897,367,0.19892408208245316
17,889,358,0.1971499542600901
109,791,364,0.1754168884361432
166,709,389,0.15723207825692226
167,667,430,0.14791790718951645
143,658,463,0.14592201338935806
116,664,484,0.14725260925613032
109,673,482,0.1492485030562887
91,685,488,0.1519096947898332
88,686,490,0.1521314607676286
88,676,500,0.14991380098967483
79,689,496,0.15279675870101475
60,698,506,0.1547926525011731
59,696,509,0.1543491205455824
34,726,504,0.16100209987944367
30,741,493,0.16432858954637433
9,769,486,0.1705380369246449
7,785,472,0.17408629256937092
1,807,456,0.17896514408086922
7,820,437,0.18184810179220914
7,828,429,0.18362222961457217
3,845,416,0.18739225123709355
1,865,398,0.19182757079300108
5,882,377,0.19559759241552252
1,901,362,0.19981114599363467
2,921,341,0.20424646554954218
16,917,331,0.20335940163836067
41,898,325,0.19914584806024851
52,871,341,0.19315816665977337
60,854,350,0.18938814503725196
52,844,368,0.18717048525929816
26,864,374,0.1916058048152057
22,872,370,0.19337993263756872
30,873,361,0.1936016986153641
28,882,354,0.19559759241552252
3,901,360,0.19981114599363467
2,925,337,0.20513352946072372
0,942,322,0.20890355108324513
0,958,306,0.21245180672797115
0,976,288,0.21644359432828794
3,984,277,0.21821772215065097
1,989,274,0.21932655203962784
0,1012,252,0.22442716952892153
9,1015,240,0.22509246746230763
61,957,246,0.2122300407501758
120,866,278,0.19204933677079647
179,763,322,0.16920744105787264
234,654,376,0.14503494947817655
203,640,421,0.14193022578904127
163,633,468,0.14037786394447363
127,634,503,0.140599629922269
89,643,532,0.1425955237224274
68,642,554,0.14237375774463204
50,650,564,0.14414788556699504
26,672,566,0.14902673707849332
16,689,559,0.15279675870101475
14,718,532,0.15922797205708067
9,740,515,0.16410682356857897
9,762,493,0.16898567508007728
