active,quiet,arrested,tension
22,809,279,0.13568847633579098
28,804,278,0.13484985781702835
17,801,292,0.1343466867057708
26,787,297,0.13199855485323547
5,808,297,0.13552075263203847
4,821,285,0.13770116078082126
10,836,264,0.1402170163371091
10,839,261,0.14072018744836667
19,832,259,0.139546121522099
20,832,258,0.139546121522099
17,834,259,0.13988156892960404
4,847,259,0.14206197707838683
2,853,255,0.14306831930090197
9,852,249,0.14290059559714946
7,854,249,0.1432360430046545
22,845,243,0.14172652967088178
26,825,259,0.13837205559583132
24,817,269,0.13703026596581117
34,797,279,0.1336757918907607
17,798,295,0.13384351559451324
12,796,302,0.13350806818700817
